"","age","educ","occ","sex","wageinc","wkswrkd"
"12196",53.7071122799534,"14","106","1",52000,52
"12197",34.0592872730922,"zzzOther","102","1",70000,52
"12198",46.3850739456248,"zzzOther","100","1",36000,52
"12199",65.412554086186,"zzzOther","101","1",93000,52
"12200",66.3451972599141,"zzzOther","102","1",6000,40
"12201",50.6322450512089,"zzzOther","102","1",82000,52
"12202",49.3220842811279,"14","100","1",100000,52
"12203",52.6446587813552,"16","141","1",60000,52
"12204",42.3326791450381,"zzzOther","100","2",50000,52
"12205",35.3458709625993,"zzzOther","100","2",39500,52
"12206",20.7593859694898,"zzzOther","100","2",6500,35
"12207",31.8798252467532,"zzzOther","141","1",48000,52
"12208",42.3787746611051,"zzzOther","102","2",93000,52
"12209",29.5038995123468,"zzzOther","102","1",90000,47
"12210",43.8658050745726,"zzzOther","101","1",40000,52
"12211",54.2230861487333,"zzzOther","102","1",30000,52
"12212",49.800164363347,"14","102","2",0,0
"12213",43.4123530546203,"zzzOther","101","2",38500,52
"12214",51.5994243321475,"14","102","1",112000,52
"12215",42.4608596647158,"zzzOther","102","1",54000,52
"12216",26.2752409868408,"zzzOther","141","1",60000,52
"12217",25.6141198095866,"zzzOther","101","1",44000,52
"12218",40.8916710098274,"zzzOther","100","1",50000,52
"12219",52.8282501378562,"zzzOther","141","1",70000,52
"12220",43.8488255997654,"14","100","2",60000,50
"12221",32.2094768043607,"zzzOther","102","1",46000,52
"12222",25.9923368815798,"zzzOther","101","1",20000,50
"12223",40.5084579533432,"zzzOther","102","2",46200,52
"12224",41.7786503345706,"zzzOther","100","2",42000,52
"12225",18.9371873314958,"zzzOther","101","2",8000,40
"12226",29.893774535507,"zzzOther","100","1",78000,51
"12227",43.9599079287145,"zzzOther","101","1",110000,52
"12228",40.8179687955417,"zzzOther","100","1",55000,52
"12229",49.7317019542679,"zzzOther","100","1",65000,43
"12230",35.7078144482803,"14","101","1",130000,52
"12231",49.7973302011378,"zzzOther","141","1",45800,52
"12232",38.7529216553085,"zzzOther","140","1",52000,51
"12233",45.4040049789473,"zzzOther","100","1",90000,52
"12234",53.2816337838303,"zzzOther","101","1",45000,52
"12235",51.6724458134267,"14","102","1",80000,48
"12236",46.2997548873536,"zzzOther","100","1",92000,52
"12237",47.4977245505434,"zzzOther","140","2",0,52
"12238",42.4731563748792,"zzzOther","102","1",70000,52
"12239",43.642189523438,"zzzOther","100","1",86000,48
"12240",48.2713595102541,"zzzOther","100","1",76000,52
"12241",46.5837320480496,"14","101","1",67000,52
"12242",37.1434858296998,"zzzOther","100","2",51000,52
"12243",20.0417993064038,"zzzOther","101","1",18500,52
"12244",33.0471213657875,"14","141","2",3200,6
"12245",27.955704848282,"zzzOther","100","1",47000,52
"12246",50.7691684532911,"zzzOther","141","1",165000,52
"12247",42.0497362189926,"zzzOther","100","1",0,50
"12248",60.197452428285,"zzzOther","100","1",69000,52
"12249",26.6182561356109,"zzzOther","102","1",45000,52
"12250",49.5642471313477,"zzzOther","140","2",0,52
"12251",22.4748347573914,"zzzOther","101","1",60000,52
"12252",62.4424836034887,"zzzOther","141","1",63000,46
"12253",27.5730388988741,"zzzOther","141","1",72000,44
"12254",66.3087791714352,"zzzOther","102","1",48400,1
"12255",37.98040165985,"zzzOther","102","1",80000,52
"12256",25.4521562976297,"zzzOther","102","1",65000,52
"12257",33.0790863705333,"zzzOther","102","1",46000,52
"12258",48.6216300150845,"14","141","1",105000,52
"12259",44.7318105639424,"zzzOther","102","2",59000,50
"12260",57.2677120666485,"zzzOther","102","2",60000,52
"12261",38.0097890750039,"zzzOther","101","2",4000,4
"12262",28.7433095350862,"zzzOther","141","1",22500,52
"12263",31.5827953803819,"14","100","2",80000,52
"12264",25.8751780914608,"zzzOther","101","2",0,45
"12265",53.3460644811857,"14","101","1",75000,52
"12266",42.2835736321285,"zzzOther","141","1",80000,52
"12267",29.0654875021428,"zzzOther","102","1",60000,52
"12268",72.9926868863404,"zzzOther","141","1",98000,52
"12269",55.125270474935,"zzzOther","141","1",73000,52
"12270",48.1302590726409,"zzzOther","100","2",3000,12
"12271",34.5477431199979,"zzzOther","102","1",56000,51
"12272",40.7381278760731,"14","102","1",48000,50
"12273",35.5131608981173,"zzzOther","101","1",45000,52
"12274",46.2033600329887,"zzzOther","106","2",33000,52
"12275",39.6645562499762,"zzzOther","102","1",104000,52
"12276",40.5032694970723,"zzzOther","100","1",0,0
"12277",35.5204321590718,"zzzOther","106","2",40600,52
"12278",49.7079925152939,"zzzOther","100","1",0,52
"12279",41.7752035723533,"zzzOther","141","1",143000,52
"12280",25.7473804382607,"14","141","1",66000,52
"12281",60.0065555751789,"zzzOther","141","1",0,0
"12282",48.2039151205681,"zzzOther","102","1",72000,52
"12283",50.8339993159752,"14","102","1",85000,46
"12284",43.4130768754985,"14","102","1",86000,52
"12285",28.9445498802233,"zzzOther","101","1",63000,52
"12286",52.2307797293179,"14","100","1",325000,52
"12287",52.0606002474669,"zzzOther","141","1",0,52
"12288",43.0029388514813,"zzzOther","101","1",7000,52
"12289",53.9112053764984,"zzzOther","100","2",27600,42
"12290",49.4569692751393,"zzzOther","141","1",45000,52
"12291",46.9563613901846,"zzzOther","100","2",48000,52
"12292",56.1997768548317,"zzzOther","102","1",0,0
"12293",38.5333553852979,"zzzOther","100","1",103000,52
"12294",60.3656138377264,"16","141","1",153000,52
"12295",42.5318236718886,"14","141","2",96000,52
"12296",31.5099772510584,"zzzOther","101","1",60000,52
"12297",55.3799412513617,"zzzOther","102","1",95000,52
"12298",45.5566126652993,"zzzOther","100","1",0,52
"12299",51.9767654088791,"14","102","1",100000,52
"12300",32.2481035834644,"16","100","1",69000,52
"12301",64.7121140887029,"zzzOther","102","1",890,2
"12302",23.7687787597533,"zzzOther","101","1",0,0
"12303",33.4874045213219,"zzzOther","101","1",53000,50
"12304",64.0577674498782,"16","141","1",8500,10
"12305",40.3119883686304,"zzzOther","102","1",64000,52
"12306",33.6645414638333,"14","102","1",88000,52
"12307",43.1285022306256,"zzzOther","140","1",65000,52
"12308",54.5941050751135,"16","100","1",105000,52
"12309",41.0203319396824,"zzzOther","101","1",121000,51
"12310",41.8645787623245,"zzzOther","102","1",99000,52
"12311",59.8794780888129,"zzzOther","141","1",91000,52
"12312",43.8649245379493,"14","102","1",11000,52
"12313",37.5066538220271,"zzzOther","100","1",86000,52
"12314",48.8275203632656,"14","101","2",82000,52
"12315",35.3832320263609,"zzzOther","102","2",95000,52
"12316",47.0752809317783,"zzzOther","102","1",100000,52
"12317",53.3657544762827,"zzzOther","102","1",55000,52
"12318",44.7952405107208,"14","102","2",72000,52
"12319",45.6879928663839,"zzzOther","141","1",75000,52
"12320",24.287021350814,"zzzOther","101","2",27000,52
"12321",45.6738037064206,"zzzOther","102","1",90000,52
"12322",45.9918872409035,"14","141","1",128000,52
"12323",23.5719859690871,"zzzOther","141","1",50000,42
"12324",23.3828090461902,"zzzOther","102","1",34000,31
"12325",55.1417610591743,"zzzOther","100","1",15000,10
"12326",66.7889306242578,"zzzOther","102","1",0,0
"12327",47.9254580999259,"zzzOther","140","1",100000,52
"12328",57.1752189148683,"zzzOther","141","1",0,0
"12329",26.4758934378624,"zzzOther","102","1",0,0
"12330",35.7690545036457,"14","102","1",40000,52
"12331",55.786252095364,"zzzOther","102","1",0,52
"12332",37.80203367793,"zzzOther","141","1",131000,52
"12333",53.0465849889442,"zzzOther","101","1",40000,52
"12334",41.9909556235652,"zzzOther","102","1",125000,52
"12335",44.6962490577716,"zzzOther","102","1",103000,52
"12336",44.5535162165761,"zzzOther","106","2",110000,52
"12337",35.5936089877505,"zzzOther","101","2",85000,52
"12338",35.8242159655783,"zzzOther","140","1",56000,50
"12339",44.2517067233566,"zzzOther","102","1",75000,52
"12340",41.2319069830701,"14","141","1",40000,52
"12341",44.087300759973,"zzzOther","102","2",58000,52
"12342",59.3308578892611,"14","102","1",76000,52
"12343",48.5005780244246,"zzzOther","100","1",75000,52
"12344",49.3286906820722,"14","141","1",105000,52
"12345",37.9967302531004,"zzzOther","101","1",0,0
"12346",41.8437834347133,"zzzOther","140","2",106000,52
"12347",42.3617432226893,"zzzOther","101","1",40000,52
"12348",22.8996264524758,"zzzOther","101","1",60000,52
"12349",63.8710812148638,"zzzOther","102","1",104000,35
"12350",32.4062441247515,"14","102","1",75000,52
"12351",38.204884205712,"zzzOther","102","1",65000,52
"12352",36.4186311480589,"14","102","1",75000,52
"12353",56.7525983138476,"14","106","1",87000,52
"12354",58.6310580046847,"14","102","1",92000,52
"12355",40.6541311107576,"zzzOther","102","2",60000,52
"12356",48.9602197061758,"zzzOther","141","1",81000,52
"12357",31.137457320001,"zzzOther","106","2",27000,52
"12358",52.08402087586,"zzzOther","100","2",68000,52
"12359",21.094931404572,"zzzOther","100","2",3500,30
"12360",30.6566931663547,"zzzOther","101","1",30000,52
"12361",64.3827178759966,"zzzOther","101","1",0,43
"12362",36.8270315250847,"zzzOther","100","2",50000,52
"12363",62.6454145507887,"zzzOther","101","1",60000,52
"12364",41.3445648080669,"zzzOther","102","1",97000,48
"12365",38.7051300064195,"zzzOther","100","2",60000,52
"12366",23.1211292974185,"14","100","2",2000,10
"12367",20.7807977225166,"zzzOther","101","1",2500,10
"12368",51.9972998455632,"zzzOther","101","1",74000,52
"12369",36.3873339251149,"zzzOther","102","2",62000,52
"12370",40.252325987909,"zzzOther","141","1",69000,52
"12371",34.0805992921814,"zzzOther","100","1",28000,52
"12372",47.7304130881093,"14","101","1",0,51
"12373",45.6692358606961,"zzzOther","100","2",0,52
"12374",30.6993177030236,"zzzOther","101","1",55000,52
"12375",62.9200900935102,"14","100","1",0,0
"12376",34.5232612721156,"14","141","1",79000,52
"12377",34.7962705844548,"zzzOther","106","2",80000,52
"12378",41.4561616072897,"zzzOther","102","2",53000,52
"12379",39.8701348348986,"zzzOther","100","1",72000,52
"12380",59.1543919218238,"zzzOther","141","1",40000,40
"12381",57.4736949070357,"zzzOther","100","1",325000,52
"12382",37.4522474950645,"zzzOther","102","1",88000,50
"12383",57.9110066364519,"zzzOther","100","1",48500,52
"12384",73.6393083822913,"zzzOther","141","1",0,0
"12385",59.8611519327387,"zzzOther","141","1",85000,52
"12386",46.6077742562629,"14","100","1",0,52
"12387",36.9943547216244,"14","100","2",155000,52
"12388",31.4794735212345,"zzzOther","101","2",27800,5
"12389",50.4728190714959,"zzzOther","100","2",88000,52
"12390",41.7005450876895,"zzzOther","102","2",16700,52
"12391",38.939239770174,"14","102","1",65000,52
"12392",49.0371025239583,"zzzOther","141","1",52000,52
"12393",41.1720208404586,"zzzOther","141","1",70000,52
"12394",44.2514041187242,"zzzOther","102","2",72000,52
"12395",67.0326501461677,"16","141","1",45000,20
"12396",45.2737456825562,"14","140","1",76000,52
"12397",34.0630628634244,"zzzOther","101","1",70000,52
"12398",66.2133481868077,"zzzOther","100","1",0,0
"12399",43.9001499463338,"zzzOther","101","1",70000,52
"12400",45.4724910380319,"zzzOther","101","1",34000,52
"12401",48.5062307519838,"zzzOther","101","1",45000,52
"12402",29.6502857061569,"zzzOther","100","2",22000,52
"12403",44.5252715756651,"zzzOther","100","1",120000,52
"12404",40.4907081176061,"zzzOther","100","1",48000,52
"12405",30.661971244961,"14","101","1",47000,52
"12406",39.696722408291,"zzzOther","100","2",0,0
"12407",38.4915658857208,"14","100","1",90000,51
"12408",34.5662504581269,"zzzOther","100","2",37300,51
"12409",34.2439952269197,"zzzOther","102","1",102000,52
"12410",56.8628413837869,"14","141","1",65000,52
"12411",54.4187809955329,"zzzOther","102","2",75000,52
"12412",55.2483948324807,"zzzOther","101","1",60000,52
"12413",31.0852340033744,"zzzOther","102","1",61000,52
"12414",40.5318443533033,"zzzOther","100","1",32000,46
"12415",44.423971695127,"zzzOther","100","1",0,52
"12416",28.5541813701857,"zzzOther","102","1",3800,4
"12417",39.3784077656455,"zzzOther","102","1",0,30
"12418",51.3020732742734,"zzzOther","101","1",75000,52
"12419",46.6751694795676,"14","100","2",58000,52
"12420",36.3938492531888,"zzzOther","141","1",60000,52
"12421",58.8940674623009,"14","141","1",12000,52
"12422",34.6423298863228,"zzzOther","102","1",54000,52
"12423",32.6317129146773,"zzzOther","141","1",65000,52
"12424",35.7538483277895,"zzzOther","102","1",96000,52
"12425",31.7254286995158,"zzzOther","101","1",65000,52
"12426",32.7045300255995,"zzzOther","102","1",90000,52
"12427",50.1315301486757,"14","102","1",101000,52
"12428",49.827267640736,"14","102","2",72000,52
"12429",53.729888072703,"zzzOther","102","1",72000,52
"12430",37.8573277781252,"zzzOther","141","1",76000,52
"12431",50.9449429556262,"zzzOther","100","1",57000,52
"12432",46.3595626428723,"14","141","1",75000,52
"12433",40.968598702224,"14","101","2",0,52
"12434",48.4781056530774,"zzzOther","101","1",42000,52
"12435",16.0057615363039,"zzzOther","101","1",0,0
"12436",26.077571087284,"zzzOther","102","1",0,0
"12437",63.5999705132563,"zzzOther","101","1",20000,52
"12438",57.4967617313378,"zzzOther","101","2",52000,52
"12439",37.2655978410039,"zzzOther","101","2",51000,52
"12440",43.5069696481805,"zzzOther","101","1",10000,50
"12441",48.8014611976687,"zzzOther","101","1",0,50
"12442",60.8079440284055,"zzzOther","101","1",85000,52
"12443",51.4899498864543,"zzzOther","100","1",55000,52
"12444",38.9293938581832,"14","141","1",103000,52
"12445",41.4145724596456,"zzzOther","100","1",20000,52
"12446",30.5853543207049,"14","102","1",75000,52
"12447",26.9202479585074,"zzzOther","102","2",60000,40
"12448",33.8548748313915,"zzzOther","101","1",54000,52
"12449",37.7615241294261,"14","106","1",70000,52
"12450",47.3419664239045,"14","140","1",69000,52
"12451",59.6863481574692,"zzzOther","141","1",80000,52
"12452",30.0611220826395,"zzzOther","141","1",40000,49
"12453",21.9991926401854,"zzzOther","102","1",8000,50
"12454",34.8626770095434,"zzzOther","102","1",73000,52
"12455",40.2304617231712,"zzzOther","141","1",100000,52
"12456",45.1571950977668,"zzzOther","100","1",40000,52
"12457",36.7828357948456,"zzzOther","102","1",71000,40
"12458",30.970761024626,"14","102","1",81000,52
"12459",40.0539315934293,"zzzOther","101","1",110000,49
"12460",25.8437101608142,"zzzOther","102","1",57000,52
"12461",31.7436302078422,"14","102","1",25000,26
"12462",45.9538070901763,"zzzOther","101","1",42000,52
"12463",37.3842644931283,"zzzOther","102","1",98000,52
"12464",39.9587656105869,"zzzOther","101","2",45000,52
"12465",25.9777052029967,"zzzOther","100","1",52000,52
"12466",34.6688293451443,"zzzOther","102","1",62000,48
"12467",55.4595764419064,"zzzOther","100","2",60000,26
"12468",31.209596356377,"14","102","1",73000,52
"12469",17.8062679988798,"zzzOther","101","1",1300,10
"12470",43.8717818798032,"zzzOther","141","1",325000,52
"12471",31.9935128891375,"zzzOther","100","1",24000,5
"12472",38.2348991048057,"14","102","2",45700,48
"12473",38.6629374797922,"zzzOther","141","1",7000,52
"12474",49.3182061095722,"14","101","2",60000,48
"12475",54.5474945334718,"zzzOther","106","1",90000,52
"12476",28.2473029212561,"zzzOther","101","1",35000,52
"12477",24.2652955630329,"zzzOther","141","1",53000,52
"12478",32.277417532634,"14","102","1",50000,50
"12479",43.2866496127099,"zzzOther","100","1",0,52
"12480",42.6853913529776,"zzzOther","101","1",80000,52
"12481",63.873304228764,"zzzOther","141","1",0,50
"12482",31.4206485527102,"zzzOther","102","1",70000,52
"12483",39.5928405460436,"zzzOther","102","1",55000,52
"12484",38.9002789622173,"14","100","1",102000,48
"12485",61.6248884068336,"zzzOther","101","1",72000,52
"12486",28.8595681721345,"zzzOther","101","1",86000,52
"12487",38.15675237705,"zzzOther","101","1",42100,52
"12488",37.9064377215691,"zzzOther","102","1",75000,50
"12489",37.9656390966848,"zzzOther","141","1",70000,52
"12490",54.3179173285607,"zzzOther","141","1",77000,52
"12491",52.4495121841319,"zzzOther","100","2",53000,52
"12492",37.7241090377793,"zzzOther","100","1",34700,52
"12493",38.5785379651934,"14","141","1",50000,52
"12494",53.5853320511524,"14","141","1",72000,52
"12495",51.0470256009139,"zzzOther","100","1",0,52
"12496",28.8479226133786,"zzzOther","101","1",88000,52
"12497",38.7778593064286,"zzzOther","101","1",38000,52
"12498",28.9123412866611,"zzzOther","101","1",0,0
"12499",55.5016653763596,"zzzOther","101","1",34500,52
"12500",54.5895897399168,"zzzOther","101","2",42200,52
"12501",34.8614087093156,"zzzOther","101","1",17100,52
"12502",41.0299505076837,"zzzOther","100","2",325000,52
"12503",36.5765820005909,"zzzOther","100","1",120000,52
"12504",34.2783298753202,"zzzOther","102","2",100000,52
"12505",57.847411659779,"zzzOther","141","1",75000,52
"12506",53.918890025001,"zzzOther","140","1",65000,52
"12507",66.8413319282699,"zzzOther","100","1",400,52
"12508",56.3562922133133,"14","102","1",63000,52
"12509",50.0929778895807,"zzzOther","141","1",70000,52
"12510",53.6876642166171,"14","102","1",80000,52
"12511",21.8414564521518,"zzzOther","100","1",10,30
"12512",45.0536735972855,"14","140","1",100000,52
"12513",46.5751128175762,"zzzOther","100","1",4500,52
"12514",27.9282513223588,"zzzOther","141","1",76000,52
"12515",54.6969264675863,"zzzOther","100","2",42000,52
"12516",36.5984326540492,"zzzOther","102","1",18000,52
"12517",36.1102257049643,"14","101","2",55000,52
"12518",38.8349086949602,"zzzOther","101","2",75000,52
"12519",26.8003868279047,"zzzOther","102","2",40000,50
"12520",50.1287417488638,"zzzOther","101","1",325000,50
"12521",55.1597348887008,"zzzOther","100","2",325000,49
"12522",29.5127269418444,"16","100","1",35000,52
"12523",47.9077940601856,"14","100","1",325000,50
"12524",51.3939699199982,"zzzOther","101","1",65000,52
"12525",34.0481786024757,"zzzOther","101","1",71000,52
"12526",25.2969254618511,"zzzOther","100","2",49000,52
"12527",28.7483672951348,"zzzOther","141","1",43000,52
"12528",56.9116071718745,"14","141","1",325000,52
"12529",48.52333572926,"zzzOther","101","2",95000,52
"12530",68.1192000417504,"zzzOther","101","1",0,0
"12531",50.2821920404676,"14","141","1",80000,52
"12532",21.1867278879508,"zzzOther","140","1",33000,52
"12533",57.5877042943612,"zzzOther","141","1",53000,42
"12534",38.0251925543416,"16","100","1",52000,52
"12535",21.2003853528295,"zzzOther","102","1",3200,20
"12536",27.8118513356894,"zzzOther","101","2",27500,50
"12537",58.8123049144633,"zzzOther","102","1",100000,52
"12538",19.6698044727091,"zzzOther","101","1",360,2
"12539",30.7866465086117,"14","101","1",79000,52
"12540",55.1030502275098,"zzzOther","100","1",70000,52
"12541",43.3465711516328,"zzzOther","141","1",56000,52
"12542",47.9696343475953,"zzzOther","100","1",0,52
"12543",58.854696120834,"zzzOther","102","1",120000,52
"12544",43.0616997240577,"zzzOther","141","1",75000,50
"12545",60.7194297390524,"14","141","1",72000,26
"12546",41.4074147976935,"14","141","2",110000,52
"12547",39.1757336426526,"zzzOther","101","2",50000,48
"12548",43.1771813859232,"zzzOther","106","1",85000,52
"12549",55.9159511199687,"zzzOther","100","1",119000,50
"12550",29.0362206292339,"zzzOther","102","2",68000,52
"12551",64.7599241472781,"zzzOther","141","1",80000,52
"12552",56.9524836903438,"zzzOther","101","1",72000,52
"12553",48.513610110851,"16","141","1",102000,52
"12554",30.5065203236882,"16","141","1",20000,52
"12555",49.2520099845715,"zzzOther","101","1",44000,52
"12556",44.7725198834669,"zzzOther","101","2",46200,52
"12557",71.8250071119983,"zzzOther","101","1",13000,26
"12558",22.6502182069235,"zzzOther","102","1",30000,52
"12559",31.8898720426951,"zzzOther","102","2",40000,52
"12560",61.4829123315867,"14","100","2",0,0
"12561",26.6361168676522,"zzzOther","102","1",6300,14
"12562",51.8442776612937,"14","141","1",64000,52
"12563",26.921411962714,"zzzOther","100","1",40000,48
"12564",34.3207274565939,"zzzOther","102","1",89000,52
"12565",37.1483409083448,"zzzOther","141","1",60000,52
"12566",39.879353977507,"zzzOther","141","1",60000,52
"12567",29.2318161651492,"14","101","2",52000,52
"12568",42.1907453720924,"zzzOther","101","1",90000,52
"12569",59.325139633147,"14","141","1",100000,52
"12570",41.0799629916437,"zzzOther","100","1",55000,52
"12571",37.7048536310904,"14","102","1",120000,51
"12572",27.6214438115712,"zzzOther","106","1",12000,51
"12573",39.3178135713097,"zzzOther","101","2",54000,50
"12574",36.9352693285327,"zzzOther","140","1",19800,52
"12575",50.7049373080954,"zzzOther","141","1",42300,52
"12576",46.5561876145657,"zzzOther","101","1",0,50
"12577",46.7937700119801,"zzzOther","100","2",67000,52
"12578",58.5667978369165,"14","140","1",83000,52
"12579",35.3118458536919,"zzzOther","101","2",60000,52
"12580",36.7616751762107,"14","102","1",20000,52
"12581",53.5641065351665,"14","141","1",58000,52
"12582",38.0892296659295,"zzzOther","102","2",58000,40
"12583",53.7801740963478,"zzzOther","106","1",55000,52
"12584",34.7530277881306,"zzzOther","100","2",29000,52
"12585",23.5891884397715,"14","100","2",1500,3
"12586",48.2426256847102,"zzzOther","102","1",61000,52
"12587",41.3400393491611,"zzzOther","101","1",51000,50
"12588",46.4620474707335,"14","102","2",32900,19
"12589",31.5210811516736,"zzzOther","141","1",100000,52
"12590",45.2123454643879,"14","102","1",42000,52
"12591",25.7205759510398,"zzzOther","100","1",53000,52
"12592",27.0814018009696,"zzzOther","101","1",6200,40
"12593",52.536488971673,"zzzOther","106","1",68000,40
"12594",41.8928626722191,"zzzOther","102","2",83000,50
"12595",37.1895756095182,"14","102","1",60000,52
"12596",46.4447635321412,"zzzOther","101","1",40000,48
"12597",63.6294989448506,"zzzOther","100","2",0,0
"12598",20.7487816915382,"zzzOther","100","2",2100,12
"12599",26.8316462936345,"zzzOther","100","1",40000,48
"12600",26.1193855600432,"zzzOther","141","1",43300,52
"12601",37.9089961198624,"zzzOther","100","2",0,0
"12602",34.7368589867838,"14","141","1",80000,50
"12603",82.2188694376964,"zzzOther","141","1",0,0
"12604",31.7126053008251,"zzzOther","101","1",45000,52
"12605",28.5707342291716,"16","141","1",75000,52
"12606",33.1345579680055,"zzzOther","141","1",80000,50
"12607",41.5964671745896,"zzzOther","141","1",99000,30
"12608",44.5377359734848,"zzzOther","102","1",70000,52
"12609",44.2821341000963,"14","102","1",90000,48
"12610",36.9248022714164,"14","101","1",27000,52
"12611",27.211217995733,"zzzOther","100","1",25000,52
"12612",34.1911076544784,"zzzOther","100","1",31000,52
"12613",37.3406848567538,"14","101","1",0,52
"12614",24.5600576337893,"14","101","1",7500,40
"12615",46.1459742940497,"zzzOther","101","1",90000,50
"12616",49.1424704100937,"zzzOther","141","1",0,0
"12617",51.7137385627721,"zzzOther","101","1",0,50
"12618",51.4683814544696,"zzzOther","101","1",83000,47
"12619",46.539769576164,"14","100","1",36000,48
"12620",38.4940582818817,"14","100","1",60000,52
"12621",28.6578064642381,"zzzOther","100","1",59000,52
"12622",31.5000300400425,"zzzOther","101","1",40000,52
"12623",68.0968847277109,"zzzOther","141","1",22700,52
"12624",61.5311403397936,"14","141","1",75000,52
"12625",57.4215378118679,"zzzOther","100","1",89000,50
"12626",51.8563323549461,"16","102","2",75000,52
"12627",36.9776434483938,"zzzOther","101","1",72000,52
"12628",31.0516732125543,"zzzOther","101","1",53000,52
"12629",41.6454178779386,"zzzOther","100","1",52000,48
"12630",57.9754039279651,"zzzOther","141","1",85000,52
"12631",42.946903672535,"zzzOther","101","1",72000,52
"12632",37.6953203338198,"zzzOther","141","1",67000,49
"12633",30.7181481097359,"zzzOther","100","2",42000,52
"12634",66.3248376529664,"zzzOther","101","1",0,0
"12635",48.3366892822087,"zzzOther","100","1",68000,52
"12636",58.2471919383388,"zzzOther","141","1",72000,52
"12637",54.6189046311192,"zzzOther","101","2",62000,52
"12638",46.3669242707547,"zzzOther","101","1",40000,52
"12639",46.7640365792904,"zzzOther","100","1",5000,6
"12640",66.9786395141855,"zzzOther","101","2",0,0
"12641",18.5055836695246,"zzzOther","100","1",3500,20
"12642",43.6778722659219,"16","102","1",90000,52
"12643",26.5133454590105,"zzzOther","100","2",12000,50
"12644",41.8542741050478,"zzzOther","101","1",65000,52
"12645",61.968859241344,"zzzOther","141","1",45000,52
"12646",72.2972613696475,"14","141","1",105000,49
"12647",21.55990064051,"zzzOther","101","1",10600,52
"12648",42.4237432403024,"zzzOther","102","1",97000,50
"12649",34.1532322515268,"zzzOther","102","1",67000,52
"12650",49.8289632212836,"14","102","1",80000,52
"12651",20.3890009941533,"zzzOther","100","1",5100,26
"12652",40.6525652103592,"zzzOther","101","1",67000,52
"12653",25.252981528407,"zzzOther","102","1",50000,52
"12654",39.4062382630073,"zzzOther","100","1",30000,52
"12655",48.6062439708039,"zzzOther","100","1",80000,52
"12656",33.2619917020202,"zzzOther","101","1",31200,52
"12657",32.4860363944899,"zzzOther","101","2",28500,52
"12658",56.946386127267,"zzzOther","101","1",67000,52
"12659",22.0421396107413,"zzzOther","140","2",7000,52
"12660",45.0356630962342,"14","101","1",100000,52
"12661",45.8581315716729,"zzzOther","140","2",50000,52
"12662",56.0857897701208,"zzzOther","141","1",27000,26
"12663",25.3143412431236,"zzzOther","101","1",29000,52
"12664",35.1577567954082,"zzzOther","102","1",46000,52
"12665",24.0811541222502,"zzzOther","101","1",14000,52
"12666",45.7534168264829,"zzzOther","100","1",30000,52
"12667",41.3856434584595,"zzzOther","100","2",45000,52
"12668",54.4972166267689,"zzzOther","100","2",76000,52
"12669",26.1168559719808,"zzzOther","100","1",30000,40
"12670",39.9515245114453,"zzzOther","100","1",75000,52
"12671",49.6889938714448,"zzzOther","102","1",100000,52
"12672",30.0611456471961,"zzzOther","140","1",0,52
"12673",32.0360933786724,"zzzOther","101","1",12000,52
"12674",54.2933680869173,"zzzOther","101","1",0,0
"12675",25.0158988104668,"zzzOther","101","1",12000,52
"12676",36.4399582718033,"zzzOther","101","1",44800,52
"12677",17.182127821492,"zzzOther","101","1",0,28
"12678",79.9827965565491,"zzzOther","101","1",7600,40
"12679",45.1603756279219,"zzzOther","101","2",27000,50
"12680",51.2079877697397,"zzzOther","141","1",100000,52
"12681",36.1515428645071,"zzzOther","102","1",0,20
"12682",52.2172092790715,"zzzOther","102","1",94000,52
"12683",29.27265590569,"zzzOther","101","1",0,0
"12684",61.6298913899809,"zzzOther","102","1",60000,52
"12685",28.6472001995426,"zzzOther","140","1",46000,52
"12686",44.5108983498067,"zzzOther","102","1",130000,52
"12687",48.615253492957,"zzzOther","106","1",96000,52
"12688",55.1177220805548,"zzzOther","101","1",47700,26
"12689",28.3072313994635,"zzzOther","101","1",27000,52
"12690",50.6371453637257,"14","101","1",78000,52
"12691",45.7782102038618,"zzzOther","100","1",54000,40
"12692",41.2930244095623,"zzzOther","100","2",11000,36
"12693",50.5446418900974,"zzzOther","102","1",62000,52
"12694",35.7942561765667,"14","101","1",35000,44
"12695",48.3542682847474,"zzzOther","102","1",75000,52
"12696",43.6019506284501,"zzzOther","141","1",66000,52
"12697",38.6572723833378,"zzzOther","100","1",20000,52
"12698",47.9940611913335,"zzzOther","141","1",87000,30
"12699",52.2737531347666,"zzzOther","101","1",108000,52
"12700",29.5182929239236,"zzzOther","101","1",54000,52
"12701",43.089816413587,"zzzOther","101","1",32500,52
"12702",28.9465307404753,"zzzOther","100","1",34100,42
"12703",36.5252930412535,"zzzOther","101","1",40000,49
"12704",34.7758974768221,"zzzOther","100","1",0,0
"12705",53.3438990209252,"zzzOther","100","2",51000,52
"12706",38.7098727822304,"zzzOther","100","1",65000,52
"12707",37.0702194194309,"zzzOther","141","1",45000,52
"12708",37.4979172234889,"zzzOther","100","1",41100,48
"12709",43.8187865307555,"14","141","1",89000,48
"12710",44.7069384916686,"zzzOther","102","1",54000,52
"12711",52.8307097360957,"14","141","1",65000,26
"12712",25.6101043510716,"zzzOther","102","2",25000,52
"12713",52.8439626558684,"zzzOther","102","1",70000,52
